4	16	27	31	38	47
2	13	14	19	47	48
1	9	11	44	47	49
6	8	19	25	29	41
11	18	27	38	42	45
4	19	27	29	36	41
1	4	21	22	37	39
12	21	23	32	41	42
2	5	7	9	13	22
3	26	28	29	46	49
10	15	31	36	40	48
3	23	26	29	42	44
4	9	19	40	44	47
10	14	20	22	39	46
15	19	20	33	34	36
8	12	20	22	32	38
1	9	35	37	43	46
38	41	42	46	48	49
11	13	19	20	24	49
8	15	21	27	29	47
5	11	12	19	21	48
6	9	10	11	18	22
5	11	23	31	42	43
2	32	34	39	42	49
5	10	21	22	33	36
3	21	29	30	34	37
7	13	19	22	23	36
16	18	29	31	35	47
6	7	33	35	37	42
6	12	24	29	36	47
5	6	12	13	31	35
4	9	25	31	38	40
7	8	14	22	29	44
4	16	22	31	40	45
5	13	15	17	19	36
4	14	25	38	44	47
2	16	22	30	36	43
8	20	21	25	43	44
4	12	19	32	34	41
1	23	30	31	37	45
3	7	20	33	34	48
6	12	25	26	44	46
13	29	36	47	48	49
6	8	23	27	31	46
23	26	28	31	48	49
14	15	20	37	40	45
18	24	29	30	42	47
3	6	18	31	39	40
4	9	22	27	31	41
3	13	14	29	40	41
4	15	31	37	41	42
6	18	20	28	42	49
4	6	13	16	22	40
8	30	35	38	40	47
5	13	24	32	37	41
2	13	16	32	45	47
7	9	20	24	35	36
3	7	9	11	27	36
1	14	18	32	37	45
2	21	26	27	33	45
3	9	29	30	33	39
4	5	9	16	19	45
10	18	25	36	38	44
17	33	37	41	42	47
3	5	8	19	30	47
1	12	14	26	27	39
7	13	24	28	31	32
6	23	27	29	30	44
3	9	13	15	37	46
4	12	21	38	39	46
3	17	21	22	24	39
8	15	16	20	31	37
6	7	15	16	26	32
1	3	14	34	42	46
6	13	18	24	29	31
5	8	10	36	46	47
8	11	18	26	40	49
6	25	29	30	31	36
2	22	25	32	45	46
7	11	31	34	35	36
8	9	39	40	41	43
1	6	7	20	29	49
5	14	19	22	33	41
30	40	41	47	48	49
1	3	18	28	42	44
2	5	13	18	25	36
1	5	10	25	32	37
16	24	37	38	40	42
13	17	35	37	45	46
6	17	25	29	48	49
6	22	31	33	36	43
4	19	31	33	40	46
3	4	6	10	46	48
13	16	34	35	39	42
3	8	13	15	18	42
1	10	19	24	30	31
15	23	29	35	38	48
10	16	24	27	47	48
7	16	29	36	45	47
3	4	27	41	44	49
2	12	13	19	34	46
23	27	29	36	38	42
1	5	17	31	34	49
3	5	12	19	42	44
2	9	11	33	47	48
4	6	10	11	17	25
12	15	19	23	29	38
2	4	7	10	35	37
4	9	33	34	42	47
9	20	25	27	44	48
12	15	19	27	34	47
13	23	28	30	33	46
1	8	12	15	46	48
1	23	25	31	38	47
3	16	27	34	42	45
20	26	29	38	43	48
1	7	17	22	29	46
13	18	30	38	45	48
8	19	34	35	40	49
5	24	28	30	35	42
5	24	28	37	40	44
6	15	32	36	43	47
18	27	33	41	44	47
3	6	8	29	40	47
15	18	26	27	37	42
6	16	20	22	23	24
17	20	27	35	41	45
15	20	25	28	33	41
5	9	13	20	39	48
3	6	8	26	29	38
4	22	24	34	36	43
3	5	18	31	37	45
3	11	15	18	33	45
3	13	25	27	32	48
5	6	14	16	31	48
3	22	24	25	43	45
5	14	32	37	46	47
10	15	31	34	35	45
11	12	14	27	37	48
17	19	31	37	45	46
4	11	31	32	38	39
8	13	35	38	39	44
5	6	18	23	30	40
2	3	9	14	17	27
7	12	16	20	25	46
11	18	19	29	35	43
3	12	13	17	18	33
9	16	25	28	30	32
11	17	20	26	37	43
24	28	29	32	34	48
2	5	9	12	20	35
6	23	35	40	45	46
1	7	11	16	19	37
7	14	24	37	38	43
3	7	14	21	46	47
3	8	15	18	21	31
1	20	22	24	33	36
1	18	29	32	36	42
4	10	15	25	34	46
4	7	10	11	13	38
7	9	10	13	35	40
3	6	17	20	21	42
11	20	21	24	30	49
11	15	16	17	19	45
4	18	19	23	33	46
17	20	25	31	33	37
10	15	19	23	38	44
3	9	28	30	36	46
21	26	27	31	35	47
11	16	17	18	30	40
8	14	18	27	40	49
12	16	19	28	33	48
3	5	8	14	33	34
5	7	9	21	29	34
2	11	19	24	28	49
16	23	25	28	32	49
2	10	29	35	45	48
6	9	29	36	38	49
5	15	25	27	47	49
1	10	18	39	41	49
14	18	19	23	37	49
21	22	23	34	36	49
14	20	29	30	35	37
12	15	18	26	27	33
5	27	37	41	45	47
17	19	21	27	36	41
8	25	31	32	33	38
18	22	30	36	44	49
2	3	17	23	27	40
7	33	34	39	40	47
2	3	15	22	35	47
13	17	29	38	41	42
13	23	27	38	43	46
4	6	7	39	41	44
2	6	16	22	44	49
29	30	32	33	36	44
4	6	16	26	29	42
6	17	18	28	33	37
24	31	32	35	37	46
9	17	24	27	36	48
23	24	25	27	29	49
6	13	19	25	26	44
1	15	29	34	37	44
1	2	23	26	36	43
7	19	32	45	47	48
9	18	26	38	39	42
16	26	30	31	32	47
4	5	12	18	20	33
3	4	18	36	37	49
25	31	34	37	39	42
1	11	12	19	25	32
19	23	27	30	41	48
12	18	21	27	30	36
10	11	14	24	26	48
2	7	28	39	40	47
1	6	7	22	41	49
5	8	9	18	22	36
9	21	24	25	28	47
1	9	11	25	26	49
4	15	18	21	22	38
4	12	23	27	31	40
7	15	16	25	26	40
4	12	17	26	46	49
3	7	16	26	28	35
1	19	22	23	41	45
12	22	29	30	31	38
1	3	4	9	28	32
1	5	7	25	42	46
17	20	24	25	27	41
7	13	18	33	36	39
3	12	22	32	45	46
14	22	28	30	41	46
2	16	28	37	39	49
3	13	19	21	25	42
6	9	15	38	41	42
1	2	14	17	25	49
5	9	11	14	26	39
10	11	13	28	39	40
3	4	23	27	28	37
20	27	29	32	34	38
12	14	17	22	45	46
5	13	21	37	39	48
27	29	37	42	45	47
1	3	4	22	29	30
4	11	18	22	30	45
3	21	23	38	39	42
6	24	28	29	34	35
33	34	38	42	43	44
11	17	32	34	37	49
13	18	36	40	42	48
5	16	39	43	47	48
1	10	12	19	21	47
26	32	41	42	45	47
4	27	28	31	38	44
1	2	6	15	38	39
13	19	20	38	39	44
2	6	9	19	20	47
6	13	20	33	39	41
9	32	35	38	42	43
1	12	19	26	30	48
5	7	8	26	28	36
11	15	18	43	44	45
2	21	26	32	36	48
16	32	33	40	42	43
7	13	19	29	38	41
22	29	35	37	39	47
14	21	32	33	35	48
1	5	6	17	28	41
7	20	25	26	34	37
11	15	38	41	44	46
4	15	18	21	32	45
1	8	11	18	24	29
3	34	35	37	46	47
2	3	15	20	31	35
1	3	6	11	24	43
7	11	18	19	21	27
8	14	18	25	30	36
3	7	31	37	40	41
1	8	22	32	33	43
6	14	16	35	42	48
23	28	30	31	37	45
2	10	30	34	41	49
6	14	28	30	37	39
11	12	17	23	43	49
6	25	26	33	45	47
15	21	26	34	42	43
6	13	23	26	30	33
5	6	7	17	18	39
5	25	29	43	47	48
1	18	20	28	40	49
1	18	22	30	34	44
10	14	20	27	33	41
1	34	37	40	44	49
4	16	18	37	38	42
4	6	8	15	26	30
4	5	28	32	44	49
2	6	10	11	34	44
8	19	35	40	41	43
2	8	12	17	19	27
7	12	13	33	48	49
6	13	21	27	38	45
2	5	30	33	44	48
5	6	22	31	35	42
19	25	30	35	40	46
5	9	17	24	39	45
6	9	10	21	30	36
2	5	29	46	47	48
10	13	19	26	31	41
5	13	15	26	30	44
10	19	20	31	39	41
16	32	34	37	42	44
2	11	14	35	39	49
14	26	28	30	36	43
1	6	9	21	26	37
8	15	16	17	27	35
1	5	11	13	20	49
5	14	15	20	22	38
2	13	17	35	36	49
1	4	38	39	46	47
6	19	25	30	33	42
1	10	17	23	28	38
1	5	9	13	26	41
9	10	16	22	31	44
4	10	15	37	44	49
9	11	26	29	35	46
20	26	30	39	47	49
10	13	32	37	46	48
7	10	33	37	43	46
1	8	10	16	17	40
7	10	15	25	37	49
5	13	23	31	47	48
1	13	16	29	30	31
24	26	32	35	38	39
18	20	30	32	43	45
2	17	19	32	34	38
10	16	25	28	34	49
10	18	19	31	33	47
18	23	33	34	40	48
12	14	16	19	29	47
2	16	25	26	27	40
7	12	14	15	19	46
9	21	23	31	34	39
14	18	19	25	35	46
10	13	31	34	46	48
3	12	27	36	42	45
1	23	30	35	43	47
8	14	17	26	27	45
9	15	19	22	40	41
13	18	21	32	34	47
1	7	10	22	33	46
9	13	21	24	27	36
1	3	6	24	31	43
3	30	32	37	44	48
6	12	29	35	42	47
3	10	12	26	31	44
3	6	10	24	37	47
14	19	36	41	43	46
12	17	23	29	42	46
9	19	21	33	48	49
1	8	24	29	31	48
14	15	20	25	28	41
4	11	17	25	39	48
5	12	24	33	40	45
7	9	17	26	29	40
1	18	29	33	47	49
4	17	18	24	39	49
9	10	19	23	28	41
15	17	22	28	29	41
5	26	37	38	40	49
7	11	12	25	28	33
18	31	32	33	40	41
1	2	16	22	39	49
6	15	16	31	33	34
10	14	18	24	33	44
8	12	17	29	37	44
1	4	5	24	30	42
2	6	15	22	26	28
2	19	26	28	44	46
1	12	13	22	43	47
2	3	16	18	20	35
8	12	16	23	28	44
3	16	26	30	36	42
2	3	26	44	45	46
16	22	24	28	38	48
3	9	14	26	30	42
6	10	15	24	28	45
7	13	29	36	42	48
7	10	15	35	38	39
4	7	16	20	31	36
18	25	30	37	39	44
4	17	30	41	46	47
18	19	20	22	33	43
5	17	18	30	31	42
9	18	34	43	45	48
11	19	20	30	35	42
5	12	13	33	38	39
14	17	18	32	42	47
10	11	35	37	41	42
3	19	28	29	33	41
16	20	31	33	42	45
6	16	21	32	35	38
8	12	15	37	41	48
1	4	5	18	26	43
2	12	22	34	40	45
15	16	22	29	41	48
8	20	23	24	37	48
2	3	11	24	31	44
4	8	11	12	14	29
4	6	14	27	28	46
2	11	26	30	33	38
14	15	16	34	40	47
3	7	20	27	39	49
7	13	14	29	35	41
2	6	26	38	40	43
3	6	7	9	18	45
7	9	20	38	41	43
1	3	7	11	23	36
4	11	21	22	34	35
3	5	14	17	39	44
14	29	33	37	39	46
2	11	15	36	46	47
14	20	37	41	44	47
12	20	23	28	34	43
7	16	22	29	32	38
6	7	26	27	30	46
13	16	19	27	39	48
3	4	5	19	30	41
6	12	23	25	40	46
15	21	23	39	43	48
4	8	10	28	32	42
1	6	7	16	19	41
3	16	22	36	46	48
2	20	25	41	45	49
20	25	27	30	38	43
3	18	31	35	41	42
24	27	31	42	44	46
21	23	29	36	41	42
6	25	26	27	28	47
12	13	14	23	25	47
21	22	29	37	40	49
7	27	42	45	46	47
6	8	22	38	43	47
1	7	18	27	37	47
11	12	15	29	41	48
8	11	22	29	46	47
1	19	33	38	39	46
5	11	19	20	32	43
10	17	41	42	43	46
17	19	28	36	37	38
15	20	22	27	39	49
10	36	43	44	45	48
14	25	33	38	43	45
3	4	6	10	24	32
16	17	22	28	44	46
5	8	12	18	26	43
9	11	22	29	30	41
1	16	21	29	44	47
4	10	14	23	32	35
7	17	24	30	38	46
8	11	24	32	33	44
1	5	6	11	25	37
4	5	18	26	34	48
10	13	14	19	25	31
14	24	28	32	37	47
1	8	9	13	41	45
6	8	17	31	33	49
4	14	24	30	41	48
4	9	21	26	39	43
22	23	28	30	31	35
1	12	25	35	42	49
11	15	27	29	30	48
12	14	16	26	27	31
1	23	32	34	36	44
6	19	21	32	34	37
4	7	24	31	33	45
1	3	21	23	39	42
9	13	16	19	39	48
4	31	34	35	36	46
1	6	14	40	42	47
16	32	38	43	44	49
7	11	25	27	33	39
8	23	24	32	38	45
6	11	17	18	32	33
18	19	23	39	40	47
14	18	21	25	39	43
14	15	16	25	29	47
7	9	10	18	23	36
1	3	22	28	31	35
2	5	10	15	29	49
3	24	30	36	41	46
3	11	15	22	37	40
5	6	7	21	31	45
6	8	11	20	40	41
9	10	11	12	13	37
14	26	28	30	33	38
9	15	20	25	33	38
5	6	19	34	41	49
3	17	26	29	31	41
5	17	26	29	37	39
3	4	18	25	26	45
6	10	22	24	38	41
6	10	15	18	41	44
2	18	26	32	36	39
1	6	7	13	28	34
12	21	30	32	41	44
6	20	28	33	38	43
6	11	12	17	42	47
3	6	11	21	43	44
12	23	27	35	42	47
20	21	24	27	28	43
5	13	17	19	31	41
10	13	16	29	40	44
2	7	13	16	27	34
2	5	6	16	21	31
9	21	24	37	39	42
2	7	22	30	32	39
9	11	20	21	26	42
1	19	23	25	28	30
2	14	34	35	40	41
6	10	30	35	38	48
3	7	23	34	35	48
12	13	22	23	40	44
3	4	25	46	47	48
18	24	28	30	35	49
13	16	28	38	48	49
6	12	32	39	43	46
14	17	21	37	42	47
4	6	20	28	42	48
5	7	8	11	20	24
3	22	30	36	38	43
7	10	29	30	34	46
1	7	10	23	25	40
3	12	23	33	36	41
4	7	12	27	31	38
10	16	24	32	43	45
5	13	16	33	34	44
5	13	24	28	38	47
8	9	11	19	31	48
25	26	30	32	39	46
4	18	21	29	36	43
7	8	17	31	44	48
10	15	16	18	35	37
4	18	29	33	42	44
7	9	16	17	26	32
17	18	42	46	47	49
3	12	15	26	34	36
24	32	36	37	45	48
2	18	23	26	42	46
11	15	16	26	32	36
6	22	39	41	43	49
5	8	14	23	29	38
20	28	31	36	44	45
16	19	25	36	39	48
6	8	23	24	25	46
6	9	10	22	32	43
4	26	27	40	44	46
4	5	17	25	27	35
2	12	18	34	35	44
5	6	17	19	27	38
7	18	22	38	39	49
4	9	15	19	26	48
13	20	22	41	42	49
1	24	30	33	39	47
11	28	31	36	38	42
7	12	19	30	33	35
9	16	19	24	36	42
9	19	24	39	42	43
5	12	15	16	35	46
6	12	13	28	32	33
12	13	22	30	35	36
9	12	15	19	24	38
10	12	13	30	36	45
9	18	20	22	24	25
7	16	21	23	26	33
4	10	14	24	38	40
9	32	38	40	44	49
14	25	29	38	44	46
9	11	22	29	46	48
3	9	12	35	44	48
17	27	42	43	46	47
3	23	31	32	37	41
7	14	26	30	33	43
8	13	22	32	40	43
4	11	20	21	30	46
10	21	22	23	30	40
12	16	28	40	42	48
12	22	24	37	41	43
1	17	19	31	34	38
1	22	26	37	39	44
2	3	22	29	35	37
2	6	25	27	29	30
5	15	21	27	29	48
13	17	19	25	28	42
3	8	9	34	35	39
3	9	17	31	36	39
11	14	16	24	36	42
6	19	25	31	40	47
3	6	26	38	39	47
11	20	30	31	34	40
2	8	15	28	31	36
3	11	18	29	33	46
11	17	20	26	28	38
3	18	28	29	38	48
11	16	19	29	41	43
3	8	11	17	20	49
7	9	13	14	17	36
7	22	28	36	43	44
2	22	31	32	39	43
5	10	19	31	35	43
3	18	19	29	42	49
6	14	16	25	43	49
5	6	7	10	15	23
3	12	26	30	38	47
19	21	30	39	47	49
